corridor_id,camera_id,vehicle_id,from_frame,to_frame,from_camera,to_camera,description,class
0,c022,88,4098.0,4125.0,c023,c021,red ford pickup,2
0,c022,89,4113.0,4149.0,c023,c021,blue jeep wrangler,2
0,c022,143,4125.0,4149.0,c021,c023,gray honda pilot,2
0,c022,144,4149.0,4175.0,c021,c023,black jeep wrangler,2
0,c022,92,4152.0,4177.0,c023,c021,black buick suv,2
0,c022,93,4177.0,4206.0,c023,c021,gray nissan suv,2
0,c022,145,4180.0,4213.0,c021,c023,black honda suv,2
0,c022,146,4225.0,4256.0,c023,c021,tan ford focus,2
0,c022,147,4254.0,,c023,,gray dodge suv,2
0,c023,121,117.0,138.0,c025,c022,gray ram minivan,2
0,c023,49,55.0,73.0,c022,c025,white ram pickup,2
0,c023,50,90.0,105.0,c022,c025,red chevy pickup,2
0,c023,51,164.0,178.0,c022,c025,black buick sedan,2
0,c023,122,243.0,257.0,c022,c025,gray audi suv,2
0,c023,53,279.0,304.0,c022,c025,gray kia sedan,2
0,c023,120,385.0,411.0,c025,c022,gray pickup,2
0,c023,110,411.0,454.0,c025,c022,red gmc suv,2
0,c023,111,449.0,485.0,c025,c022,gray sedan,2
0,c023,112,474.0,506.0,c025,c022,white mustang,2
0,c023,101,510.0,529.0,c025,c022,black honda suv,2
0,c023,117,474.0,491.0,c022,c025,white van,2
0,c023,105,1012.0,1028.0,c022,c025,tan lincoln sedan,2
0,c023,123,570.0,585.0,c022,c025,red ford sedan,2
0,c023,116,785.0,808.0,c025,c022,gray toyota suv,2
0,c023,124,842.0,916.0,c025,c022,white ford pickup,2
0,c023,114,2996.0,3010.0,c025,c022,white toyota suv,2
0,c023,52,1012.0,1032.0,c025,c022,gray honda sedan,2
0,c023,125,1062.0,1076.0,c025,c022,purple toyota suv,2
0,c023,64,1065.0,1079.0,c022,c025,police car,2
0,c023,46,1180.0,1195.0,c025,c022,blue honda crv,2
0,c023,126,1142.0,1158.0,c022,c025,blue kia suv,2
0,c023,127,1225.0,1239.0,c025,c022,black hyundai suv,2
0,c023,128,1271.0,1291.0,c025,c022,gray hyundai sedan,2
0,c023,129,1304.0,1320.0,c025,c022,white chrystler minivan,2
0,c023,113,1537.0,1553.0,c025,c022,gray toyota sedan,2
0,c023,54,1568.0,1583.0,c025,c022,white chevy suv,2
0,c023,65,1529.0,1542.0,c022,c025,gray jeep wrangler,2
0,c023,56,1643.0,1653.0,c025,c022,black ford sedan,2
0,c023,57,1727.0,1740.0,c025,c022,red ford suv,2
0,c023,58,1757.0,1772.0,c025,c022,black gmc suv,2
0,c023,59,1781.0,1797.0,c025,c022,black jeep cherokee,2
0,c023,130,1850.0,1880.0,c025,c022,gray chevy suv,2
0,c023,44,1926.0,2077.0,c025,c022,blue jeep cherokee,2
0,c023,131,1940.0,1963.0,c022,c025,gray dodge pickup,2
0,c023,132,2054.0,2105.0,c025,c022,white chevy pickup,2
0,c023,77,2095.0,2118.0,c022,c025,red ram minivan,2
0,c023,133,2136.0,2161.0,c022,c025,blue ford pickup,2
0,c023,61,2220.0,2232.0,c025,c022,red jeep suv,2
0,c023,62,2235.0,2249.0,c025,c022,black honda suv,2
0,c023,134,2271.0,2284.0,c025,c022,white jeep wrangler,2
0,c023,63,2343.0,2350.0,c025,c022,silver hyundai suv,2
0,c023,107,2360.0,2375.0,c022,c025,blue honda sedan,2
0,c023,135,2455.0,2485.0,c025,c022,black jeep suv,2
0,c023,84,2597.0,2619.0,c022,c025,black chevy pickup,2
0,c023,136,2687.0,2705.0,c025,c022,tan jeep suv,2
0,c023,106,2748.0,2758.0,c025,c022,white chrystler suv,2
0,c023,66,2787.0,2800.0,c025,c022,black nissan suv,2
0,c023,87,2784.0,2798.0,c022,c025,gray toyota suv,2
0,c023,67,2858.0,2873.0,c025,c022,white chrystler minivan,2
0,c023,68,2876.0,2887.0,c025,c022,tan chevy sedan,2
0,c023,90,2854.0,2870.0,c022,c025,gray hyundai suv,2
0,c023,69,2924.0,2936.0,c025,c022,blue saab sedan,2
0,c023,70,2950.0,2965.0,c025,c022,white kia suv,2
0,c023,71,2983.0,2996.0,c025,c022,gray chevy pickup,2
0,c023,73,3030.0,3041.0,c025,c022,gray hyundai suv,2
0,c023,137,3148.0,3165.0,c025,c022,gray chevy sedan,2
0,c023,138,3134.0,3148.0,c022,c025,green ford suv,2
0,c023,74,3267.0,3278.0,c025,c022,white buick sedan,2
0,c023,95,3241.0,3255.0,c022,c025,silver chevy suv,2
0,c023,75,3320.0,3333.0,c025,c022,black chevy sedan,2
0,c023,109,3322.0,3341.0,c022,c025,red ford sedan,2
0,c023,76,3383.0,3398.0,c025,c022,blue ford suv,2
0,c023,78,3490.0,3502.0,c025,c022,blue honda sedan,2
0,c023,79,3507.0,3519.0,c025,c022,red jeep cherokee,2
0,c023,80,3533.0,3546.0,c025,c022,white ford pickup,2
0,c023,139,3685.0,3697.0,c025,c022,blue chevy pickup,2
0,c023,83,3847.0,3858.0,c025,c022,blue chevy pickup,2
0,c023,140,3815.0,3836.0,c022,c025,gray chevy sedan,2
0,c023,141,3878.0,3892.0,c022,c025,black chevy sedan,2
0,c023,85,3942.0,3955.0,c025,c022,red ram suv,2
0,c023,142,3921.0,3934.0,c022,c025,white honda sedan,2
0,c023,108,3977.0,3990.0,c025,c022,red mazda sedan,2
0,c023,88,4150.0,4165.0,c025,c022,red ford pickup,2
0,c023,89,4174.0,4187.0,c025,c022,blue jeep wrangler,2
0,c023,143,4131.0,4146.0,c022,c025,gray honda pilot,2
0,c023,144,4153.0,4169.0,c022,c025,black jeep wrangler,2
0,c023,92,4204.0,4220.0,c025,c022,black buick suv,2
0,c023,93,4233.0,4247.0,c025,c022,gray nissan suv,2
0,c023,145,4184.0,4201.0,c022,c025,black honda suv,2
0,c025,147,280.0,294.0,c025,c023,white chevy sedan,2
0,c025,49,0.0,11.0,c023,c025,white ram pickup,2
0,c025,50,35.0,43.0,c023,c025,red chevy pickup,2
0,c025,51,113.0,120.0,c023,c025,black buick sedan,2
0,c025,122,190.0,199.0,c023,c025,gray audi suv,2
0,c025,148,776.0,792.0,c025,c025,blue chevy suv,2
0,c025,120,435.0,448.0,c025,c023,gray pickup,2
0,c025,110,459.0,473.0,c025,c023,red gmc suv,2
0,c025,111,476.0,489.0,c025,c023,gray sedan,2
0,c025,112,497.0,511.0,c025,c023,white mustang,2
0,c025,101,518.0,529.0,c025,c023,black honda suv,2
0,c025,117,409.0,428.0,c023,c025,white van,2
0,c025,105,961.0,968.0,c023,c025,tan lincoln sedan,2
0,c025,123,521.0,529.0,c023,c025,red ford sedan,2
0,c025,116,939.0,953.0,c025,c023,gray toyota suv,2
0,c025,124,968.0,987.0,c025,c023,white ford pickup,2
0,c025,114,2991.0,2997.0,c025,c023,white toyota suv,2
0,c025,52,1021.0,1035.0,c025,c023,gray honda sedan,2
0,c025,125,1061.0,1074.0,c025,c023,purple toyota suv,2
0,c025,64,1013.0,1021.0,c023,c025,police car,2
0,c025,46,1179.0,1189.0,c025,c023,blue honda crv,2
0,c025,126,1088.0,1098.0,c023,c025,blue kia suv,2
0,c025,127,1223.0,1232.0,c025,c023,black hyundai suv,2
0,c025,128,1277.0,1288.0,c025,c023,gray hyundai sedan,2
0,c025,129,1304.0,1319.0,c025,c023,white chrystler minivan,2
0,c025,113,1536.0,1548.0,c025,c023,gray toyota sedan,2
0,c025,54,1565.0,1576.0,c025,c023,white chevy suv,2
0,c025,65,1479.0,1488.0,c023,c025,gray jeep wrangler,2
0,c025,56,1634.0,1645.0,c025,c023,black ford sedan,2
0,c025,57,1720.0,1731.0,c025,c023,red ford suv,2
0,c025,58,1755.0,1765.0,c025,c023,black gmc suv,2
0,c025,59,1780.0,1793.0,c025,c023,black jeep cherokee,2
0,c025,130,2046.0,2064.0,c025,c023,gray chevy suv,2
0,c025,44,2077.0,2093.0,c025,c023,blue jeep cherokee,2
0,c025,132,2102.0,2117.0,c025,c023,white chevy pickup,2
0,c025,77,1931.0,2042.0,c023,c025,red ram minivan,2
0,c025,61,2213.0,2224.0,c025,c023,red jeep suv,2
0,c025,62,2230.0,2243.0,c025,c023,black honda suv,2
0,c025,134,2266.0,2275.0,c025,c023,white jeep wrangler,2
0,c025,63,2334.0,2341.0,c025,c023,silver hyundai suv,2
0,c025,107,2308.0,2317.0,c023,c025,blue honda sedan,2
0,c025,135,2457.0,2562.0,c025,c023,black jeep suv,2
0,c025,84,2369.0,2453.0,c023,c025,black chevy pickup,2
0,c025,136,2691.0,2704.0,c025,c023,tan jeep suv,2
0,c025,106,2740.0,2747.0,c025,c023,white chrystler suv,2
0,c025,66,2779.0,2788.0,c025,c023,black nissan suv,2
0,c025,87,2731.0,2740.0,c023,c025,gray toyota suv,2
0,c025,67,2849.0,2858.0,c025,c023,white chrystler minivan,2
0,c025,68,2869.0,2877.0,c025,c023,tan chevy sedan,2
0,c025,90,2798.0,2808.0,c023,c025,gray hyundai suv,2
0,c025,69,2919.0,2928.0,c025,c023,blue saab sedan,2
0,c025,70,2948.0,2958.0,c025,c023,white kia suv,2
0,c025,71,2977.0,2988.0,c025,c023,gray chevy pickup,2
0,c025,73,3022.0,3031.0,c025,c023,gray hyundai suv,2
0,c025,137,3150.0,3161.0,c025,c023,gray chevy sedan,2
0,c025,138,3085.0,3092.0,c023,c025,green ford suv,2
0,c025,74,3260.0,3268.0,c025,c023,white buick sedan,2
0,c025,95,3188.0,3198.0,c023,c025,silver chevy suv,2
0,c025,75,3315.0,3324.0,c025,c023,black chevy sedan,2
0,c025,109,3265.0,3277.0,c023,c025,red ford sedan,2
0,c025,76,3379.0,3387.0,c025,c023,blue ford suv,2
0,c025,78,3484.0,3491.0,c025,c023,blue honda sedan,2
0,c025,79,3500.0,3507.0,c025,c023,red jeep cherokee,2
0,c025,80,3527.0,3536.0,c025,c023,white ford pickup,2
0,c025,139,3681.0,3692.0,c025,c023,blue chevy pickup,2
0,c025,83,3840.0,3848.0,c025,c023,blue chevy pickup,2
0,c025,140,3758.0,3768.0,c023,c025,gray chevy sedan,2
0,c025,141,3824.0,3834.0,c023,c025,black chevy sedan,2
0,c025,85,3937.0,3945.0,c025,c023,red ram suv,2
0,c025,142,3866.0,3876.0,c023,c025,white honda sedan,2
0,c025,108,3972.0,3981.0,c025,c023,red mazda sedan,2
0,c025,88,4147.0,4156.0,c025,c023,red ford pickup,2
0,c025,89,4169.0,4179.0,c025,c023,blue jeep wrangler,2
0,c025,143,4075.0,4086.0,c023,c025,gray honda pilot,2
0,c025,144,4100.0,4110.0,c023,c025,black jeep wrangler,2
0,c025,93,4231.0,4239.0,c025,c023,gray nissan suv,2
0,c025,145,4131.0,4140.0,c023,c025,black honda suv,2
0,c025,149,800.0,817.0,c025,c023,red dodge suv,2
0,c025,150,822.0,837.0,c025,c023,gray toyota suv,2
0,c025,151,2396.0,2419.0,c025,c023,white gmc suv,2
1,c019,0,57.0,60.0,c024,c019,red gmc suv,2
1,c019,1,74.0,77.0,c024,c019,silver chevy sedan,2
1,c019,2,94.0,98.0,c024,c019,white mustang,2
1,c019,3,135.0,140.0,c024,c019,black honda suv,2
1,c019,4,201.0,207.0,c019,c024,silver bmw suv,2
1,c019,5,290.0,297.0,c019,c024,white gmc suv,2
1,c019,6,304.0,307.0,c024,c019,gray chrystler sedan,2
1,c019,7,326.0,330.0,c024,c019,red jeep suv,2
1,c019,8,346.0,360.0,c024,c019,silver toyota suv,2
1,c019,9,449.0,453.0,c019,c024,white toyota pickup,2
1,c019,10,472.0,479.0,c019,c024,red chevy pickup,2
1,c019,11,513.0,517.0,c019,c024,black buick sedan,2
1,c019,12,610.0,621.0,c024,c019,white toyota crv,2
1,c019,13,640.0,648.0,c019,c024,gray kia sedan,2
1,c019,14,683.0,691.0,c024,c019,gray volvo sedan,2
1,c019,15,810.0,825.0,c024,c019,blue toyota crv,2
1,c019,16,1190.0,1200.0,c024,c019,silver acura sedan,2
1,c019,17,1240.0,1251.0,c024,c019,white chevy suv,2
1,c019,18,1300.0,1311.0,c024,c019,black ford sedan,2
1,c019,19,1370.0,1377.0,c019,c024,gold chevy sedan,2
1,c019,20,1370.0,1380.0,c024,c019,red ford suv,2
1,c019,21,1390.0,1402.0,c024,c019,black gmc suv,2
1,c019,22,1412.0,1428.0,c024,c019,green jeep suv,2
1,c019,23,1438.0,1446.0,c019,c024,police car,2
1,c019,24,1566.0,1579.0,c024,c019,blue jeep suv,2
1,c019,25,1852.0,1862.0,c024,c019,red jeep box suv,2
1,c019,26,1859.0,1864.0,c019,c024,silver jeep wrangler,2
1,c019,27,1920.0,1929.0,c024,c019,dark gray honda crv,2
1,c019,28,2037.0,2047.0,c024,c019,gray hyundai suv,2
1,c019,29,2380.0,2401.0,c019,c024,green cab,2
1,c019,30,2450.0,2459.0,c024,c019,white chrystler suv,2
1,c019,31,2477.0,2485.0,c024,c019,gray nissan suv,2
1,c019,32,2512.0,2524.0,c019,c024,red dodge minivan,2
1,c019,33,2541.0,2551.0,c024,c019,white dodge minivan,2
1,c019,34,2551.0,2567.0,c024,c019,gold chevy sedan,2
1,c019,35,2588.0,2598.0,c024,c019,blue saab sedan,2
1,c019,36,2612.0,2625.0,c024,c019,white kia suv,2
1,c019,37,2689.0,2701.0,c024,c019,brown chevy pickup,2
1,c019,38,2708.0,2715.0,c024,c019,gray chevy suv,2
1,c019,39,2723.0,2728.0,c019,c024,blue honda sedan,2
1,c019,40,2728.0,2735.0,c024,c019,brown hyundai suv,2
1,c019,41,2980.0,2989.0,c024,c019,white buick sedan,2
1,c019,42,2988.0,2994.0,c019,c024,black chevy pickup,2
1,c019,43,3000.0,3008.0,c024,c019,blue chevy sedan,2
1,c019,44,3060.0,3072.0,c024,c019,gray ford suv,2
1,c019,45,3079.0,3106.0,c024,c019,blue ford pickup,2
1,c019,46,3130.0,3139.0,c019,c024,silver honda crv,2
1,c019,47,3159.0,3171.0,c024,c019,dark gray honda sedan,2
1,c019,48,3178.0,3186.0,c024,c019,red jeep suv,2
1,c019,49,3201.0,3210.0,c024,c019,white ford pickup,2
1,c019,50,3211.0,3220.0,c019,c024,gray hyundai suv,2
1,c019,51,3487.0,3492.0,c019,c024,green ford suv,2
1,c019,52,3560.0,3568.0,c024,c019,blue chevy pickup,2
1,c019,53,3588.0,3595.0,c019,c024,gray chevy suv,2
1,c019,54,3629.0,3638.0,c024,c019,red dodge suv,2
1,c019,55,3660.0,3669.0,c024,c019,red sedan,2
1,c019,56,3700.0,3710.0,c019,c024,orange ford sedan,2
1,c019,57,3812.0,3825.0,c024,c019,orange ford pickup,2
1,c019,58,3832.0,3843.0,c024,c019,blue jeep wrangler,2
1,c019,59,3860.0,3870.0,c024,c019,black buick suv,2
1,c019,60,3883.0,3892.0,c024,c019,gray nissan suv big,2
1,c024,9,79.0,89.0,c019,c026,white ram pickup,2
1,c024,10,113.0,120.0,c019,c026,red chevy pickup,2
1,c024,61,180.0,209.0,c026,c019,gray dodge minvan,2
1,c024,11,185.0,195.0,c019,c026,black buick sedan,2
1,c024,62,262.0,275.0,c019,c026,gray audi suv,2
1,c024,13,,309.0,,c026,gray kia sedan,2
1,c024,63,450.0,498.0,c026,c019,gray toyota pickup,2
1,c024,0,498.0,522.0,c026,c019,red gmc suv,2
1,c024,64,498.0,507.0,c019,c026,white van,2
1,c024,1,522.0,538.0,c026,c019,silver chevy sedan,2
1,c024,19,538.0,547.0,c019,c026,gold lincoln sedan,2
1,c024,2,547.0,561.0,c026,c019,white mustang,2
1,c024,3,567.0,580.0,c026,c019,black honda suv,2
1,c024,65,593.0,604.0,c019,c026,red ford sedan,2
1,c024,8,850.0,1000.0,c026,c019,silver toyota suv,2
1,c024,66,1000.0,1033.0,c026,c019,white ford pickup,2
1,c024,12,1033.0,1053.0,c026,c019,white toyota crv,2
1,c024,67,1037.0,1045.0,c019,c026,gold sedan,2
1,c024,14,1067.0,1084.0,c026,c019,gray volvo sedan,2
1,c024,23,1088.0,1097.0,c019,c026,police car,2
1,c024,15,1110.0,1126.0,c026,c019,purple toyota crv,2
1,c024,68,1163.0,1174.0,c019,c026,blue kia suv,2
1,c024,69,1230.0,1242.0,c026,c019,blue honda crv,2
1,c024,70,1273.0,1285.0,c026,c019,black hyundai suv,2
1,c024,95,1327.0,1339.0,c026,c019,silver acura sedan,2
1,c024,71,1355.0,1369.0,c026,c019,white chrystler minivan,2
1,c024,26,1553.0,1560.0,c019,c026,silver jeep wrangler,2
1,c024,16,1589.0,1602.0,c026,c019,silver acura sedan,2
1,c024,17,1619.0,1630.0,c026,c019,white chevy suv,2
1,c024,18,1687.0,1699.0,c026,c019,black ford sedan,2
1,c024,20,1773.0,1786.0,c026,c019,red ford suv,2
1,c024,21,1805.0,1821.0,c026,c019,black gmc suv,2
1,c024,22,1830.0,1845.0,c026,c019,green jeep suv,2
1,c024,72,1919.0,2111.0,c026,c019,silver chevy suv,2
1,c024,73,1951.0,1971.0,c019,c026,dark gray ram pickup,2
1,c024,32,2114.0,2126.0,c019,c026,red dodge minivan,2
1,c024,24,2119.0,2141.0,c026,c019,blue jeep suv,2
1,c024,74,2144.0,2165.0,c026,c019,white chevy pickup,2
1,c024,75,,2165.0,,c026,dark gray ford pickup,2
1,c024,25,2265.0,2276.0,c026,c019,red jeep box suv,2
1,c024,27,2284.0,2296.0,c026,c019,dark gray honda crv,2
1,c024,76,2320.0,2330.0,c026,c019,white jeep wrangler,2
1,c024,39,2384.0,2390.0,c019,c026,blue honda sedan,2
1,c024,28,2389.0,2398.0,c026,c019,gray hyundai suv,2
1,c024,77,2526.0,2608.0,c026,c019,black jeep suv,2
1,c024,42,2615.0,2630.0,c019,c026,black chevy pickup,2
1,c024,78,2745.0,2756.0,c026,c019,silver jeep suv,2
1,c024,30,2790.0,2804.0,c026,c019,silver chrystler suv,2
1,c024,46,2807.0,2816.0,c019,c026,silver toyota crv,2
1,c024,31,2835.0,2846.0,c026,c019,gray nissan suv,2
1,c024,50,2874.0,2885.0,c019,c026,gray hyundai suv,2
1,c024,33,2903.0,2913.0,c026,c019,white dodge minivan,2
1,c024,34,2923.0,2934.0,c026,c019,gold chevy sedan,2
1,c024,35,2973.0,2983.0,c026,c019,blue saab sedan,2
1,c024,36,3000.0,3012.0,c026,c019,white kia suv,2
1,c024,37,3032.0,3040.0,c026,c019,brown chevy pickup,2
1,c024,38,3045.0,3054.0,c026,c019,gray hyundai suv,2
1,c024,40,3077.0,3087.0,c026,c019,brown hyundai suv,2
1,c024,51,3160.0,3167.0,c019,c026,green ford suv,2
1,c024,79,3200.0,3214.0,c026,c019,silver chevy sedan,2
1,c024,53,3264.0,3273.0,c019,c026,gray chevy suv,2
1,c024,41,3313.0,3324.0,c026,c019,white buick sedan,2
1,c024,56,3343.0,3355.0,c019,c026,orange ford sedan,2
1,c024,43,3369.0,3380.0,c026,c019,blue ford sedan,2
1,c024,44,3432.0,3443.0,c026,c019,gray ford suv,2
1,c024,47,3537.0,3548.0,c026,c019,dark gray honda sedan,2
1,c024,48,3553.0,3564.0,c026,c019,red jeep suv,2
1,c024,49,3580.0,3592.0,c026,c019,white ford pickup,2
1,c024,80,3734.0,3746.0,c026,c019,gray chevy pickup,2
1,c024,81,3837.0,3848.0,c019,c026,silver sedan,2
1,c024,52,3890.0,3904.0,c026,c019,blue chevy pickup,2
1,c024,82,3902.0,3909.0,c019,c026,black chevy sedan,2
1,c024,83,3942.0,3952.0,c019,c026,white honda sedan,2
1,c024,54,3990.0,4000.0,c026,c019,red dodge suv,2
1,c024,55,4023.0,4036.0,c026,c019,red sedan,2
1,c024,84,4153.0,4164.0,c019,c026,gray suv,2
1,c024,85,4177.0,4185.0,c019,c026,dirty jeep wrangler,2
1,c024,57,4200.0,4212.0,c026,c019,orange ford pickup,2
1,c024,86,4209.0,4217.0,c019,c026,black honda crv,2
1,c024,58,4223.0,4234.0,c026,c019,blue jeep wrangler,2
1,c024,59,4261.0,4274.0,c026,c019,black buick suv,2
1,c024,60,4284.0,4295.0,c026,c019,gray nissan suv big,2
1,c026,11,40.0,68.0,c024,c026,black buick sedan,2
1,c026,62,113.0,142.0,c024,c026,gray audi suv,2
1,c026,64,318.0,353.0,c024,c026,white van,2
1,c026,87,334.0,365.0,c026,c024,silver chevy sedan,2
1,c026,19,357.0,399.0,c024,c026,gold lincoln sedan,2
1,c026,65,450.0,479.0,c024,c026,red ford sedan,2
1,c026,88,495.0,524.0,c026,c024,dark gray pickup,2
1,c026,0,516.0,544.0,c026,c024,red gmc suv,2
1,c026,1,429.0,563.0,c026,c024,silver chevy sedan,2
1,c026,2,550.0,586.0,c026,c024,white mustang,2
1,c026,3,570.0,608.0,c026,c024,black honda suv,2
1,c026,89,670.0,709.0,c026,c024,work truck,2
1,c026,90,837.0,872.0,c026,c024,blue chevy suv,2
1,c026,91,865.0,901.0,c026,c024,red dodge suv,2
1,c026,67,872.0,905.0,c024,c026,gold chevy sedan,2
1,c026,23,936.0,966.0,c024,c026,police car,2
1,c026,68,1003.0,1043.0,c024,c026,blue kia suv,2
1,c026,8,1008.0,1048.0,c026,c024,silver toyota suv,2
1,c026,92,1018.0,,c024,,black subaru forester,2
1,c026,66,1048.0,1092.0,c026,c024,white ford pickup,2
1,c026,12,1070.0,1115.0,c026,c024,white toyota crv,2
1,c026,93,1083.0,,c024,,red chevy sedan,2
1,c026,14,1098.0,1140.0,c026,c024,gray volvo sedan,2
1,c026,15,1120.0,1162.0,c026,c024,purple toyota crv,2
1,c026,94,1157.0,1212.0,c026,c024,black kia soul,2
1,c026,69,1227.0,1264.0,c026,c024,blue honda crv,2
1,c026,70,1273.0,1311.0,c026,c024,black hyundai suv,2
1,c026,95,1329.0,1366.0,c026,c024,silver acura sedan,2
1,c026,71,1354.0,1390.0,c026,c024,white chrystler minivan,2
1,c026,26,1400.0,1431.0,c024,c026,silver jeep wrangler,2
1,c026,16,1584.0,1613.0,c026,c024,silver acura sedan,2
1,c026,17,1607.0,1639.0,c026,c024,white chevy suv,2
1,c026,18,1675.0,1703.0,c026,c024,black ford sedan,2
1,c026,96,1732.0,1763.0,c026,c024,silver toyota crv,2
1,c026,20,1763.0,1799.0,c026,c024,red ford suv,2
1,c026,21,1802.0,1837.0,c026,c024,black gmc suv,2
1,c026,32,1812.0,1852.0,c024,c026,red dodge minivan,2
1,c026,22,1825.0,1858.0,c026,c024,green jeep suv,2
1,c026,97,1876.0,1927.0,c024,c026,black hyundai suv,2
1,c026,98,,2020.0,,c024,black bmw suv,2
1,c026,99,2080.0,,c024,,gray toyota suv,2
1,c026,72,2106.0,2139.0,c026,c024,silver chevy suv,2
1,c026,24,2132.0,2168.0,c026,c024,blue jeep suv,2
1,c026,74,2159.0,2197.0,c026,c024,white chevy pickup,2
1,c026,39,2225.0,2259.0,c024,c026,blue honda sedan,2
1,c026,25,2256.0,2284.0,c026,c024,red jeep box suv,2
1,c026,42,2268.0,2305.0,c024,c026,black chevy pickup,2
1,c026,27,2275.0,2305.0,c026,c024,dark gray honda crv,2
1,c026,76,2305.0,2333.0,c026,c024,white jeep wrangler,2
1,c026,28,2372.0,2400.0,c026,c024,gray hyundai suv,2
1,c026,100,2474.0,2510.0,c026,c024,white gmc suv,2
1,c026,77,2608.0,2638.0,c026,c024,black jeep suv,2
1,c026,46,2655.0,2686.0,c024,c026,silver toyota crv,2
1,c026,50,2710.0,2746.0,c024,c026,gray hyundai suv,2
1,c026,78,2746.0,2783.0,c026,c024,silver jeep suv,2
1,c026,30,2780.0,2810.0,c026,c024,silver chrystler suv,2
1,c026,31,2821.0,2851.0,c026,c024,gray nissan suv,2
1,c026,33,2883.0,2907.0,c026,c024,white dodge minivan,2
1,c026,34,2907.0,2932.0,c026,c024,gold chevy sedan,2
1,c026,45,2993.0,,c026,,blue saab sedan,2
1,c026,35,,2987.0,,c024,blue saab sedan,2
1,c026,36,2993.0,3023.0,c026,c024,white kia suv,2
1,c026,51,3014.0,3044.0,c024,c026,green ford suv,2
1,c026,37,3020.0,3046.0,c026,c024,brown chevy pickup,2
1,c026,38,3033.0,3060.0,c026,c024,gray hyundai suv,2
1,c026,40,3062.0,3090.0,c026,c024,brown hyundai suv,2
1,c026,53,3115.0,3145.0,c024,c026,gray chevy suv,2
1,c026,56,3176.0,3214.0,c024,c026,orange ford sedan,2
1,c026,79,3202.0,3234.0,c026,c024,silver chevy sedan,2
1,c026,41,3293.0,3316.0,c026,c024,white buick sedan,2
1,c026,43,3358.0,3386.0,c026,c024,blue ford sedan,2
1,c026,44,3420.0,3447.0,c026,c024,gray ford suv,2
1,c026,47,3521.0,3549.0,c026,c024,dark gray honda sedan,2
1,c026,48,3537.0,3565.0,c026,c024,red jeep suv,2
1,c026,49,3568.0,3594.0,c026,c024,white ford pickup,2
1,c026,81,3673.0,3705.0,c024,c026,silver chevy sedan,2
1,c026,82,3741.0,3775.0,c024,c026,black chevy sedan,2
1,c026,80,3750.0,3783.0,c026,c024,gray chevy pickup,2
1,c026,83,3792.0,3819.0,c024,c026,white honda sedan,2
1,c026,52,3877.0,3903.0,c026,c024,blue chevy pickup,2
1,c026,54,3978.0,4007.0,c026,c024,red dodge suv,2
1,c026,84,3989.0,4024.0,c024,c026,gray honda suv,2
1,c026,55,4013.0,4038.0,c026,c024,red sedan,2
1,c026,85,4032.0,4051.0,c024,c026,dirty jeep wrangler,2
1,c026,86,4057.0,4087.0,c024,c026,black honda crv,2
2,c019,0,57.0,60.0,c024,c019,red gmc suv,2
2,c019,1,74.0,77.0,c024,c019,silver chevy sedan,2
2,c019,2,94.0,98.0,c024,c019,white mustang,2
2,c019,3,135.0,140.0,c024,c019,black honda suv,2
2,c019,4,201.0,207.0,c019,c024,silver bmw suv,2
2,c019,5,290.0,297.0,c019,c024,white gmc suv,2
2,c019,6,304.0,307.0,c024,c019,gray chrystler sedan,2
2,c019,7,326.0,330.0,c024,c019,red jeep suv,2
2,c019,8,346.0,360.0,c024,c019,silver toyota suv,2
2,c019,9,449.0,453.0,c019,c024,white toyota pickup,2
2,c019,10,472.0,479.0,c019,c024,red chevy pickup,2
2,c019,11,513.0,517.0,c019,c024,black buick sedan,2
2,c019,12,610.0,621.0,c024,c019,white toyota crv,2
2,c019,13,640.0,648.0,c019,c024,gray kia sedan,2
2,c019,14,683.0,691.0,c024,c019,gray volvo sedan,2
2,c019,15,810.0,825.0,c024,c019,blue toyota crv,2
2,c019,16,1190.0,1200.0,c024,c019,silver acura sedan,2
2,c019,17,1240.0,1251.0,c024,c019,white chevy suv,2
2,c019,18,1300.0,1311.0,c024,c019,black ford sedan,2
2,c019,19,1370.0,1377.0,c019,c024,gold chevy sedan,2
2,c019,20,1370.0,1380.0,c024,c019,red ford suv,2
2,c019,21,1390.0,1402.0,c024,c019,black gmc suv,2
2,c019,22,1412.0,1428.0,c024,c019,green jeep suv,2
2,c019,23,1438.0,1446.0,c019,c024,police car,2
2,c019,24,1566.0,1579.0,c024,c019,blue jeep suv,2
2,c019,25,1852.0,1862.0,c024,c019,red jeep box suv,2
2,c019,26,1859.0,1864.0,c019,c024,silver jeep wrangler,2
2,c019,27,1920.0,1929.0,c024,c019,dark gray honda crv,2
2,c019,28,2037.0,2047.0,c024,c019,gray hyundai suv,2
2,c019,29,2380.0,2401.0,c019,c024,green cab,2
2,c019,30,2450.0,2459.0,c024,c019,white chrystler suv,2
2,c019,31,2477.0,2485.0,c024,c019,gray nissan suv,2
2,c019,32,2512.0,2524.0,c019,c024,red dodge minivan,2
2,c019,33,2541.0,2551.0,c024,c019,white dodge minivan,2
2,c019,34,2551.0,2567.0,c024,c019,gold chevy sedan,2
2,c019,35,2588.0,2598.0,c024,c019,blue saab sedan,2
2,c019,36,2612.0,2625.0,c024,c019,white kia suv,2
